Geneid,PD_117_R10_S05#,PD_117_R11_S05#,PD_117_R12_S05#,PD_117_R13_S05#,PD_117_R14_S05#,PD_117_R15_S05#,PD_117_R16_S05#,PD_117_R5_S05#1,PD_117_R6_S05#1,PD_117_R7_S05#1,PD_117_R8_S05#1,PD_117_R9_S05#1
b0040,0.32571905766666653,0.8628081846666665,0.6603372356666667,0.7222427376666666,1.0211392936666668,0.6878603126666666,0.33331379966666674,-0.06081494733333337,0.11564038366666662,-0.054825436333333366,0.4527273116666667,0.37366267566666667
b0041,-0.010160161000000167,0.7006334829999998,0.10677436799999995,-0.08363802100000006,-0.45599710000000004,0.07224442199999981,0.221448286,0.3531245989999998,-0.34046433200000015,-0.012660267000000003,0.14693343299999984,-0.07276978600000006
b0042,0.13482614466666676,0.29832421166666667,0.4789850956666668,0.33643702666666675,0.6049527896666667,0.33375720266666664,0.28391341866666675,0.12394876366666674,0.0626070746666667,-0.18655583833333333,-0.030780858333333327,0.14634544966666674
b0043,-0.007916637666666837,0.5819496483333333,0.1976146843333333,0.12165430533333321,0.21866975833333324,0.39068116333333314,-0.056826156666666794,0.13956577433333317,0.09802277833333317,-0.23758855266666679,-0.26939639566666684,0.1637717673333332
b0044,-0.016532664333333447,0.4466835786666665,0.09902886166666658,0.2580491366666664,0.5929796696666665,0.06489297366666658,0.07106229466666658,0.15428328066666652,-0.4792082723333335,0.32492499166666655,-0.20901826033333348,0.34103460166666655
b0045,0.019644237333333314,0.5310125233333333,0.5871299933333333,0.8409776303333333,0.35123502233333326,0.46866118433333337,0.5571124543333333,0.2480425123333333,-0.21297525466666667,-0.03506725766666663,0.32016825933333337,0.3125239363333333
b0046,-0.11954813366666617,-0.7748182216666661,-0.3718314686666666,-0.5546321446666669,-0.6636032166666661,-0.8204209326666669,-0.701924282666667,0.006218613333333067,-0.0702561416666665,0.06403752833333343,-0.09265505666666662,-0.13458276966666638
b0047,-0.24698534000000016,-0.6420173840000003,-0.457797314,-0.4539155130000001,-0.9170604950000003,-0.8134687620000003,-0.7293812240000004,0.014944039999999603,-0.002615205999999759,-0.012328833999999844,-0.15118503199999989,-0.14435569900000012
b0048,0.27796438799999823,-0.48404728300000155,-0.45921105900000114,-0.4959222970000017,-0.5760234330000014,-0.3379072090000017,-0.3387661400000015,0.057315610999999045,-0.0651400440000014,0.007824432999998798,0.12715795599999868,0.09260748599999857
b0049,-0.2126339726666675,0.5127261693333329,0.43231629033333263,0.5002562673333326,0.4187675543333329,0.5064981573333327,0.555465706333333,-0.05537093566666762,-0.02940598966666741,0.08477692533333236,-0.13360140966666734,-0.19222809566666754
b0050,0.059403562666667575,0.4863886026666675,0.3905264376666677,0.47169991266666766,0.4668856806666666,0.4055839196666673,0.42622058866666723,-0.0032292553333324037,0.018749252666666827,-0.015519997333332647,-0.024200504333332873,0.018762601666667322
b0051,-0.012251379000000284,0.408233201999999,0.3937024530000004,0.3616782150000004,0.3176459929999993,0.46572416999999877,0.5132568710000003,-0.012936504000000681,0.06220671799999966,-0.049270214000000756,-0.14604752500000018,-0.07503621300000063
