Geneid,PD_117_R10_S05#,PD_117_R11_S05#,PD_117_R12_S05#,PD_117_R13_S05#,PD_117_R14_S05#,PD_117_R15_S05#,PD_117_R16_S05#,PD_117_R5_S05#1,PD_117_R6_S05#1,PD_117_R7_S05#1,PD_117_R8_S05#1,PD_117_R9_S05#1
b3202,8.471370085,8.57222749,8.510249125,8.596600734,8.65353176,8.540230456,8.573882629,8.452518284,8.444553654,8.37205069,8.420299544,8.357915739
b3203,9.863964956,10.01088622,9.995920398,10.0686424,10.00486284,9.911503212,9.827611839,9.866385562,9.887275659,9.864359925,9.836807422,9.775497494
b3204,8.300256587,8.680330907,8.76228459,8.6989477,8.704897616,8.65712036,8.626747088,8.479506796,8.547967068,8.493822285,8.244464214,8.374690072
b3205,8.354742939,8.845910798,8.533109835,8.626192314,8.568188803,8.608583686,8.581037365,8.281204167,8.442253207,8.331818382,8.191026839,8.288983391
b3206,6.832281944,6.640363805,6.72957222,6.736162007,6.483291815,6.569964315,6.52249512,7.013130778,6.901315287,6.961952952,6.802939625,6.738968632
b3207,9.44329793,11.30421078,11.46917554,11.34549664,11.42516719,11.23014032,11.2702344,9.456426732,9.440624667,9.599097689,9.437855491,9.49097368
b3208,5.238461611,5.686267985,5.692352999,5.615388597,5.622343318,5.459867201,5.470531263,5.174521508,5.3681871,5.368818956,5.41936807,5.30637195
b3209,6.283700895,6.95693625,7.010378911,6.989783366,6.815826754,6.587642877,6.754515081,6.519445161,6.643310906,6.65505039,6.486853298,6.61996889
b3210,6.173218615,6.550633986,6.513019902,6.532374379,6.59051155,6.56503149,6.46717269,6.063932029,6.125371352,6.127765046,6.285510679,6.249440765
b3211,2.745738455,2.756370508,2.59000301,2.708378169,2.705109404,3.477046437,3.748083703,2.136193897,2.348712004,2.233431763,2.422786623,2.280881564
b3212,8.620050826,9.17220225,8.798773968,8.883833218,9.004138421,9.03347057,9.200755089,8.681204649,8.869650892,8.600163139,8.662238475,8.623023801
b3213,8.421779631,8.970401367,8.75218958,8.771180885,8.897932622,8.758302752,8.826116957,8.660616704,8.697757289,8.514980915,8.522479553,8.511862997
b3214,3.546315816,4.149481732,3.881068483,4.015498383,3.946556847,4.297535832,3.822952494,2.84653741,2.946291772,3.189654584,3.389224148,3.176936264
b3215,1.086340411,0.993836191,0.656711566,0.873464606,1.350234572,0.50056853,1.172333448,0.167525057,1.154538016,0.457606287,1.188218483,0.8153266
b3216,2.79538041,2.819808914,2.610003527,2.849797473,2.845454073,2.877142756,2.774514083,2.539804084,2.626925071,2.543571013,2.702170254,2.657690515
b4569,2.135774885,2.603595141,2.399479016,2.842346,2.754225761,2.574523252,2.702885766,2.590554652,2.621475047,2.276619627,2.261223926,2.201699697
b3218,7.092205938,7.29252063,7.162291161,7.264811116,7.239876575,7.145490665,7.127041479,6.964547131,7.003139311,6.933423697,7.051304262,7.019535369
b3219,4.298899324,4.196487968,4.199037511,4.47768548,4.482271251,4.456509126,4.275043704,4.037120561,3.914807709,4.030717801,3.949133198,4.033572908
b3220,2.832815759,2.702487291,2.432527136,2.191667101,2.732874394,2.673032216,2.719234037,2.706225133,2.413853259,2.66917858,2.752513,2.603223778
b3221,5.521487216,5.410484446,5.264847467,5.171003702,5.160368121,5.022776798,4.86336734,5.574417052,5.755956359,5.522682914,5.555620637,5.34696636
b3222,4.494649102,4.456465726,4.564053812,4.55089456,4.375396316,4.248245284,4.266652312,4.633099236,4.400816121,4.80426089,4.634852982,4.425485449
b3223,4.034301558,4.499230495,4.617359108,4.378967996,4.391057035,4.060839704,4.01139532,4.253081935,4.123733317,4.221008849,4.31388414,4.327327182
b3224,3.801155265,3.822227729,3.858571201,3.994749289,3.44423955,3.278010916,3.259577632,3.953561479,3.993846264,3.925472386,3.646160841,3.808581087
b3225,3.610537741,4.354980124,4.356012535,4.256557709,4.229741018,3.757731644,3.577590712,3.614598007,3.784045245,3.617415549,3.620117504,3.476839847
b3226,6.72494937,6.92019237,6.618853349,6.714343883,7.222944205,6.961235109,7.089903689,6.440308918,6.38284522,6.344693821,6.621013321,6.581143867
b3227,1.842639034,1.924292853,1.802787397,1.953780022,1.918488329,2.163229636,1.70854683,1.726259871,2.229738878,1.763103685,2.097915929,1.780951088
b3228,8.092071914,8.293409434,8.275382501,8.238975602,8.558225964,8.263942005,8.494657706,8.072520608,8.007131639,8.145363676,8.322293076,8.20699867
b3229,9.336571708,9.546117751,9.510709171,9.49413498,9.767845858,9.639933268,9.778872789,9.225588024,9.227341836,9.222942468,9.417156354,9.340026975
b3230,11.12373468,11.05902852,11.26402353,11.13123265,11.14353381,11.16436808,11.42894481,11.27403361,11.21629002,11.27445597,11.30077959,11.37485513
b3231,11.68702556,11.69698225,11.76346792,11.6713267,11.81353492,11.92519941,11.97911809,11.63411539,11.57274296,11.55326083,11.86206421,11.78423171
b3232,6.176513682,6.220512483,6.054376987,6.069070445,6.046054581,6.129278888,6.091477588,6.111771228,6.110391673,6.031273555,6.203450324,6.282223802
b3233,9.421596457,8.738211736,8.696107562,8.784241905,9.109067697,8.932019417,9.112814543,9.348609243,9.253176645,9.269833382,9.426355354,9.507785228
b3234,6.271364781,6.089417285,5.848135419,6.008142996,5.969298606,5.831358094,5.86437827,6.315003699,6.387212476,6.327652361,6.342160082,6.328105799
b3235,6.219603287,6.201633105,6.049171775,5.952200879,6.167291812,6.16021213,6.12984345,6.164691385,6.146131047,6.033025565,6.146212983,6.199710255
b3236,11.58567455,12.33982309,12.32745088,12.33369067,11.99526298,11.89337917,11.9652827,11.6039236,11.53911675,11.52282218,11.61738508,11.62136237
b3237,8.249707676,8.405020302,8.31308199,8.310129925,8.513301752,8.788736464,8.793793881,8.038189999,7.938108352,7.823759785,8.105031382,8.242902826
b3238,4.729586601,7.639924024,7.567331434,7.486622997,8.36560567,8.549389545,8.807380471,3.587214342,3.379201796,3.354098816,3.518810509,3.990208586
b3239,7.102306093,6.213214054,6.189457993,6.002028649,5.790103977,5.60039898,5.527369324,7.348404545,7.244816158,7.212921649,7.080765619,7.018682818
b3240,3.4391462,3.896660699,3.847599044,3.882258425,3.698471299,3.657412871,3.678271833,3.327353149,3.188491311,3.173582322,3.262465957,3.307820916
b3241,3.146689027,3.437934857,3.615995735,3.693663749,3.41707849,3.406321001,3.828100507,2.924482557,2.884972267,2.920499347,3.249603115,2.976408623
b3242,4.02510219,4.159605838,3.890377126,4.092539738,4.457769277,5.178915189,5.035840453,3.058919775,2.649423072,2.102148512,3.683347123,3.930198835
b3243,5.675185578,6.396948186,6.182967301,6.313039555,6.469584446,6.631397759,6.611200532,5.547102275,5.6601894,5.607964698,5.654629604,5.713236908
b3244,6.625979256,6.609758598,6.599966566,6.466898578,6.854826013,6.729744673,6.720231798,6.68521191,6.657278489,6.65591971,6.617310126,6.574882685
b4472,4.709171441,5.088558139,4.921476823,4.901457247,4.796595054,4.766696197,4.828353489,4.745441376,4.816303808,4.843349203,4.735376714,4.735143602
b3247,6.744961507,7.033551224,6.977400225,6.898612877,6.823065918,6.745163127,6.77463633,6.74997909,6.743964369,6.704517667,6.61383673,6.579722907
b3248,6.495300872,6.499688524,6.474869788,6.477206371,6.267462833,6.423570074,6.372301298,6.559599192,6.553592445,6.563739733,6.414114107,6.422004927
b3249,6.304666574,6.234488516,6.277837169,6.107595772,6.117814526,6.1349793,6.290983471,6.414517351,6.39697369,6.331246988,6.107605869,6.250848328
b3250,6.232230139,6.441403219,6.548615899,6.43124144,6.406033192,6.739230088,6.967900566,6.256141062,6.336998699,6.326741119,6.289906804,6.233441716
b3251,8.964764798,9.109291037,9.067477854,9.083862702,8.995992911,9.139729071,9.262750831,8.926182283,8.967272253,8.973873443,8.974190703,9.006198248
b3252,6.140296405,6.430662471,6.325327806,6.253244418,6.03702589,5.974508342,6.017970946,6.271681234,6.230893132,6.207641603,6.044671985,6.128332648
b3253,5.29573118,5.205124918,5.194564989,5.24285161,5.060813166,5.197795015,4.86598624,5.438500012,5.696179672,5.801761149,5.74612706,5.568590375
b3255,8.607542672,8.834472219,8.821126555,8.908570132,8.996459998,9.143378156,9.098616453,8.400293633,8.488305898,8.370132668,8.755551019,8.585846696
b3256,7.938568408,8.361480672,8.275770534,8.223405676,8.31839954,8.526552449,8.642757372,7.912404387,7.947427234,7.854023739,7.995167758,7.935455381
b3257,4.89613177,4.731928187,4.524723762,4.367776191,4.960227273,4.540693004,4.597993817,4.825899821,4.421930461,4.674600874,4.843251396,4.698857677
b3258,4.519361077,4.420335956,4.09420628,4.176627605,4.353974966,4.447859866,4.401934293,4.518724551,4.450350038,4.551021119,4.446619287,4.429107906
b3259,6.053829769,6.145836778,6.188115617,6.182644317,6.22795504,6.27415061,6.34291672,6.153866215,6.095388727,6.10426246,6.022386264,6.119114236
b3260,9.537967884,9.531612132,9.437864902,9.346756038,9.548600483,9.676665036,9.818840316,9.268398715,9.274363753,9.189654504,9.563976623,9.481947516
b3261,9.635844512,9.48567041,9.542732027,9.390971606,9.631861381,9.920521337,10.02338528,9.55423155,9.540630756,9.55955334,9.739985393,9.696549929
b3262,3.074765135,3.561079085,2.945851836,3.320549571,3.229647289,3.433877247,3.443782116,2.847645029,2.765140374,2.879332701,3.105552652,2.824566222
b3263,5.229156805,4.440600884,4.428764348,4.375829066,3.93194513,4.136752399,3.643024222,5.227944834,4.690927583,4.903412391,4.895836548,5.284840699
b3264,0.465949902,0.518643872,0.0,0.770559249,0.516266882,0.883273816,0.648292312,0.170384925,0.0,0.0,0.176559703,0.471679965
b3265,0.661790884,0.993304443,0.944179074,0.917760456,1.401756354,1.194996934,1.201152322,0.89628947,0.652390662,0.28401024,0.921768195,0.373195871
b3266,2.888231377,3.316176114,3.297963381,3.215744711,3.352983629,3.293719096,3.321114218,3.179031896,2.972754491,3.113461117,3.139348554,3.032821339
b3267,4.76479932,6.238482244,6.10689316,5.94761223,6.05596905,6.291846314,6.42144998,5.207138456,4.910692874,5.264995874,4.818432672,4.680257085
b3268,6.575330173,3.188223881,3.282683054,3.005741069,3.120945403,2.650935167,2.305899007,6.532094509,6.587943214,6.585640145,6.504073235,6.615531893
b3269,2.775014227,2.214073838,1.925351562,1.945217264,1.991476918,2.000089056,2.036530397,2.927829886,2.868254452,2.756006242,2.81985194,3.252797729
b3270,2.148656333,2.18605632,1.679397139,1.859350128,1.841504444,1.787194948,1.897458733,2.595499955,2.516754926,2.571603882,2.604507163,2.555111191
b3271,3.255078933,2.842418871,2.615144136,2.841255088,2.617381221,2.886297058,2.770362909,3.395990351,3.329207721,3.348232602,3.18175131,3.169095928
b3279,8.162606625,7.422410269,7.386666353,7.40219585,7.629526244,7.233482614,7.492528346,7.923036613,7.930281493,7.890965058,8.105861607,8.13737229
b3280,5.473518877,5.586826159,5.382758602,5.133591191,5.376435552,5.816164171,5.731142033,5.715422095,5.500451706,5.685250448,5.397434839,5.461534763
b3281,5.867941334,6.206388123,5.993595445,5.906301089,6.026861853,6.296432376,6.018725329,6.198834538,6.285470197,6.324886817,6.262549933,6.230573415
b3282,6.557964303,6.821770635,6.591175626,6.505400582,6.826664519,6.919266806,6.886730644,6.739921546,6.783930774,6.79155228,6.617043742,6.532647523
b3283,8.154514417,7.86456449,7.750009667,7.649595186,7.872968209,7.776567016,7.791944771,8.31492837,8.283694747,8.2456827,8.187705231,8.149734056
b3284,9.492164871,8.87390068,8.959643728,8.994101594,8.888188962,8.764000943,8.782056354,9.732531402,9.74713357,9.736509635,9.60125983,9.584339393
b4473,6.928338194,6.556764169,6.711045014,6.411443033,6.501301241,6.345177438,6.289679071,7.157569254,7.242661411,7.111506596,7.069788814,6.977806973
b3287,8.9678729,8.608667302,8.616241711,8.635964393,8.675723968,8.716269507,8.711376524,8.877069394,8.834038469,8.819263141,8.867035335,8.859096746
b3288,7.935324458,7.631277169,7.61451996,7.719223347,7.734273148,7.693080339,7.75782524,7.920487771,7.970252824,7.898448973,7.862426192,7.960078703
b3289,6.784832757,6.88927816,6.808414877,6.775504264,6.918850502,6.995502684,7.064053067,6.739525377,6.791479425,6.728973909,6.623818969,6.722641625
b3290,6.40741982,6.264686229,6.267103379,6.231981115,6.305574043,6.340561469,6.377642887,6.371296525,6.404723721,6.417375628,6.338415298,6.296152342
b3291,9.055079379,8.278987099,8.186982942,8.177733104,8.083307252,7.906119468,7.756821092,9.152382977,9.12566763,9.184217865,8.982588156,8.938735973
b4550,6.483539157,6.368706929,6.453202138,6.570369876,6.717030701,6.782545502,6.15818792,6.206839193,6.287159015,6.161116712,6.530393122,6.311816642
b3292,6.639354313,7.246176882,7.118215992,7.228619287,7.286577899,7.166052939,7.136719749,6.70602312,6.702703516,6.73166512,6.682455591,6.872352731
b3293,7.327305833,7.949190781,7.931167998,7.92936453,8.006394697,7.918996792,7.926844499,7.172441135,7.285271408,7.268413249,7.347543448,7.28065068
b3294,10.5033074,10.33337009,10.41492426,10.35913496,10.37421326,10.44305022,10.53452423,10.45862017,10.54848022,10.53171283,10.54252262,10.62622037
b3295,11.69203233,11.68427573,11.8221199,11.74475732,11.77089627,11.77456393,11.90723726,11.72706452,11.71084844,11.73777089,11.73685349,11.86622332
b3296,11.61748179,11.58073945,11.76926549,11.79123503,11.75453177,11.87505054,11.89717047,11.52011957,11.57638883,11.58846168,11.69700712,11.68114927
b3297,11.86974606,11.91422616,11.92389931,11.90673438,11.84837963,11.91404422,12.0207311,11.83900882,11.88413613,11.94652159,11.95156778,11.97316812
b3298,12.28945172,12.32677518,12.31311385,12.28571472,12.23177863,12.34652242,12.37456386,12.20636087,12.17165113,12.26072811,12.35468099,12.35891501
b3299,11.59617393,11.62687125,11.71001295,11.56548701,11.48959571,11.5083746,11.60776112,11.85436861,11.69174997,11.78212189,11.83212512,11.8026391
b3300,11.12011455,10.99432259,11.03120441,11.01710701,10.85226759,10.90690292,10.95619772,11.27588964,11.26640421,11.28867136,11.29174304,11.31164192
b3301,11.06744272,11.15978318,11.19849264,11.09294843,11.11284735,11.02108022,11.11363192,11.27114603,11.34797149,11.45432991,11.41367842,11.46549333
b3302,10.50148896,10.37424909,10.53790782,10.44304274,10.40678762,10.41969081,10.44958121,10.6500863,10.65516841,10.60976277,10.75467081,10.8402216
b3303,10.92192388,10.75313157,10.82835812,10.65130474,10.62303471,10.62172992,10.72760342,10.9604179,10.96624036,10.96634782,11.1070538,11.13651802
b3304,11.09096818,11.00011584,10.96356595,11.03508703,10.9246634,11.03616482,11.09182828,11.13222758,11.22486674,11.25747956,11.27764892,11.33770706
b3305,11.40900887,11.42105166,11.37594593,11.41095433,11.34023596,11.4918764,11.57742022,11.44545938,11.55604101,11.57484175,11.56857939,11.58556789
b3306,11.07467531,11.12494502,11.22770258,11.18373181,11.17331222,11.26162104,11.31920677,11.10162279,11.1871378,11.16914521,11.18197596,11.1931656
b3307,12.12886292,12.16382045,12.14134487,12.17458076,12.0591424,12.2118041,12.26277695,12.10320005,12.21442384,12.18948008,12.13597962,12.17186512
b3308,11.74360658,11.82679686,11.94510632,11.86308268,11.74468122,11.82131155,11.92054242,11.88023576,11.8436277,11.85900671,11.86534756,11.94445306
b3309,11.84662837,11.94963021,12.00871217,11.89581521,11.93808784,11.96962046,12.01162973,11.92100455,11.91944336,11.93829709,12.01232697,11.94746249
b3310,12.10986448,12.2173648,12.21958617,12.11691904,12.09098829,12.13316359,12.14897868,12.0979127,12.07155362,12.09712776,12.19021784,12.10101436
b3311,11.29671328,11.12714905,11.11794176,10.96084569,11.120233,11.02167585,11.14515077,11.38001361,11.36456334,11.41241031,11.48136886,11.56263138
b3312,11.15297867,10.7597761,10.90253342,10.86143823,10.86768936,10.90174108,10.94884202,10.95735507,11.00098861,10.88865568,10.95873106,11.07823671
b3313,10.94378054,10.92001947,10.88819102,10.83193698,10.91801401,10.85983512,10.93402451,10.99649281,11.02080424,11.06699461,11.09845153,11.10194331
b3314,11.01127664,10.9736347,10.97245907,10.95385921,10.95299377,10.88979351,10.9902504,11.09514965,11.11423613,11.09708471,11.16840555,11.21618146
b3315,11.14941519,11.1622782,11.08414342,11.14993219,11.15638175,11.13175797,11.28529331,11.16174305,11.22457344,11.29690182,11.34111815,11.45296568
b3316,11.23581514,11.27367893,11.23191249,11.27205546,11.29602802,11.37005388,11.39619502,11.16321263,11.32084279,11.25949708,11.40775745,11.4717053
b3317,10.94790354,11.05540675,11.02426514,11.04970241,11.05977172,11.1367748,11.30317344,11.10265868,11.13823803,11.14795288,11.21494069,11.28175567
b3318,11.2214875,11.06700349,11.18511104,11.24314714,11.21294338,11.44250202,11.40337725,11.10188808,11.15525579,11.1916548,11.29186819,11.28385867
b3319,10.75373261,10.75928375,10.71699581,10.71772987,10.78090685,10.93199982,11.06996637,10.82581844,10.84235595,10.92357183,10.98071852,11.03587644
b3320,11.38024823,11.3936982,11.37597419,11.32762305,11.37503327,11.59007074,11.6995075,11.42136408,11.4513427,11.41824244,11.61462137,11.63809574
b3321,12.03321985,11.92790621,12.00631383,12.03393521,12.01900292,12.2672245,12.22162796,11.77511285,11.84351662,11.84364319,11.96454839,12.04641335
b3322,4.354591888,3.851041124,3.984033623,4.053204665,4.149998869,4.029604209,4.059354525,4.089913406,4.1497321,3.963214007,4.157981079,4.374242581
b3323,2.48158087,2.131587418,2.274509811,2.108105667,1.943391054,2.444660379,2.50325045,2.420490111,2.653605475,2.591584344,2.4181928,2.468563197
b3324,1.663675082,1.523378549,1.59774833,1.615815533,1.575767627,1.716920657,1.72452132,2.124718593,1.498593959,1.794982362,1.906956242,1.975502461
b3325,2.349997452,2.841601296,2.616024714,2.882571127,2.753825294,2.771828616,2.654485553,2.037952699,2.241609615,2.003664377,2.426349511,2.438264386
b3326,1.49527868,1.988244358,1.805047581,2.181765872,1.698485509,1.651235095,1.537783457,1.453400236,1.53543812,1.306495767,1.709906404,1.798995459
b3327,1.309227798,1.332026899,1.711758846,1.219967575,1.616047845,1.597924996,1.605240682,1.376839439,1.29395684,1.567805235,1.330136139,1.321582343
b3328,1.230496944,1.064466821,1.353172534,1.190475828,0.723574412,1.046376797,1.551965459,0.65008981,1.09339155,0.969910733,1.471736738,0.475349563
b3329,1.108616119,2.065875122,1.539773026,1.759601826,1.42114153,0.937296162,1.598431932,1.302580396,0.857112915,1.10616007,1.235071517,0.740124879
b3330,1.224854217,1.008420572,1.486207754,1.896851922,1.465105237,1.687950844,0.804289279,1.069960516,0.728447784,0.530429204,1.09876111,1.091192526
b3331,1.195068441,1.638651299,1.216338642,1.460030054,0.719698422,0.842831577,1.695484283,1.091386147,1.088167382,0.651975636,0.794066031,0.661202658
b3332,1.393305695,1.77779775,1.368387843,1.628926131,1.59896361,1.534469294,1.392062213,1.180761291,1.511169451,1.293335145,1.366754274,1.090258647
b3333,2.114203411,2.329027816,2.251233385,1.931541894,2.638780391,2.253449505,2.262079097,1.973616189,2.020564547,1.984841937,1.621176917,1.949925806
b3334,2.521402885,2.930185813,2.694821607,2.823411159,2.667009272,2.390110724,2.829031728,2.636227492,2.789040492,2.648859216,2.949664169,2.627548163
b3335,1.454016482,1.76435025,2.197579046,1.801211153,2.171875986,1.679119182,2.018343665,2.187442526,1.928889994,1.944486898,2.378810548,1.915799381
b3336,9.268475407,9.138051448,9.294922875,9.349870673,9.289399587,9.147717574,8.957055674,8.997678549,9.039975256,9.040934024,9.148613292,9.120542797
b3337,8.991801453,7.200713568,7.156662646,7.285870768,6.725706693,6.807754188,6.836940984,8.991674168,9.058627268,8.961283624,8.891959294,8.914913619
b3338,4.540200681,4.455379167,4.511644014,4.494587492,4.440836368,4.227764875,4.427852644,4.636841434,4.565139357,4.529986176,4.613801663,4.52063388
b3339,12.90279859,12.81814709,12.72920496,12.78318114,12.68622953,12.66484577,12.74638057,12.92905052,12.93571656,12.93049265,12.96953575,12.98349876
b3340,11.42839639,11.28356457,11.23065525,11.29639802,11.36733257,11.42118505,11.48243523,11.44282249,11.50012423,11.51617172,11.46524744,11.55403825
b3341,11.65634233,11.56018107,11.49671947,11.60154819,11.52419595,11.73273208,11.74788279,11.57066114,11.61565459,11.56585021,11.61246617,11.63388329
b3342,11.38472588,11.23925178,11.19639334,11.32786656,11.26802388,11.46128383,11.61350967,11.40916014,11.40073773,11.44334954,11.37127804,11.38989385
b3343,6.824446308,7.116511466,6.977052916,6.997278014,7.070210414,6.921469366,6.897154908,6.692763235,6.944086178,6.719683871,6.62937517,6.6583103
b3344,6.542383381,7.020180075,6.7405113,6.714343883,6.850078094,6.793301691,6.817540607,6.960174391,6.954152006,7.009459549,6.882669108,6.802591306
b3345,6.878833183,6.904828208,6.959130221,6.844537821,7.1044218,7.027854674,7.062480406,6.999145707,7.077778952,7.042846859,7.043511553,6.917875721
b3346,8.067180787,7.886573888,7.687854518,7.743930436,7.815271925,7.835643826,7.775493729,7.959764306,8.018203,8.046858345,8.054136784,8.036716514
b3347,8.226190182,8.153610606,8.204568411,8.136267183,8.240292196,8.279381985,8.363521651,8.122871148,8.139394456,8.166150186,8.291099452,8.224637511
b3348,6.680365336,6.353382656,6.362650945,6.544178764,6.337869696,6.295658585,6.234212835,6.470324478,6.577114808,6.654017536,6.602381684,6.679005824
b3349,10.07397265,9.816046945,9.930919349,9.751526009,9.939487612,9.913007953,10.0346277,10.13741115,10.02812692,10.12974401,10.19600854,10.23486745
b4551,7.09157828,7.263830538,7.092937099,7.260073745,7.404371115,7.328385727,7.157343426,7.054256118,7.237264459,7.051115743,6.966959253,7.147126302
b3350,4.788555974,5.322484937,4.989022942,4.908104534,5.228286208,5.052806251,5.070113498,4.847812235,4.878373169,4.739630796,4.736848959,4.758896365
b3351,5.713185888,6.246687695,6.119678071,6.146193859,5.997204899,6.001270785,6.096597507,5.603519497,5.615237133,5.604856876,5.550842391,5.602400196
b3352,5.750123475,6.047368341,5.919287591,6.017335557,6.095173349,6.226294477,6.334254082,5.544783768,5.634874091,5.610926038,5.845611287,5.79264752
b3353,5.196155113,5.677686674,5.70226545,5.69696909,5.514364685,5.643509321,5.77294179,5.005244096,5.154878608,5.175401853,5.076239366,5.176808017
b3354,6.019291123,6.155545954,6.240833017,6.315539232,6.330105036,6.255988188,6.209313695,5.846670762,5.914874157,6.073464273,5.811915145,5.818037976
b3355,6.297666731,6.02629422,5.960613504,5.936695017,5.958940869,5.967446156,5.894156639,6.197968322,6.221707681,6.190095512,6.261108306,6.232059045
b3356,7.774870071,8.136710878,8.136047267,8.159768511,8.105676253,7.737787552,7.713969896,8.019997706,7.779127693,7.851564832,8.000580386,7.967068564
b3357,10.47230863,10.27870648,10.33068694,10.2597633,10.46286479,10.2585278,10.25477032,10.34758763,10.30977229,10.36870966,10.45962529,10.47252869
b3358,5.93389216,6.200794292,6.009449308,5.953729604,6.169645646,6.218921408,6.169121577,5.859682148,5.927401563,5.995894644,5.922084017,5.880488514
b3359,6.866856308,7.24238855,7.141863067,6.988213717,6.859211439,8.384095793,8.423731228,7.069100801,7.239101284,7.034931964,7.345796193,7.231727647
b3360,5.410341149,5.309226402,5.197885625,5.374914436,5.110594896,5.470940012,5.073724669,5.465236742,5.41036284,5.591071125,5.513708556,5.514213304
b3361,6.925740836,6.08215003,6.034125851,6.075541066,5.860034791,5.706732524,5.505984919,7.323696073,7.344715226,7.404166297,7.20949378,7.182748261
b3362,7.865373806,6.627646275,6.809662364,6.968683034,6.828207872,6.542451165,6.408662553,8.121727496,8.188136597,8.162114364,7.903209541,7.848216783
b3363,7.349016365,9.18316952,9.131657656,9.136483702,9.136262998,8.834604769,8.65072001,7.28592833,7.294570973,7.393074865,7.480564069,7.328630734
b3364,4.740468759,7.365923399,7.204560569,7.064864582,7.445904126,7.653811795,7.707578369,4.370744297,4.535827834,4.52520526,4.738986917,4.717382928
b3365,1.88069404,2.575483559,2.235498401,2.531904948,2.586984668,2.651329711,2.617710323,1.892049423,1.925176323,1.965359736,1.866469116,1.74487355
b3366,1.021901758,1.117360439,1.990947827,1.100999807,1.854802549,1.439547211,1.722674015,1.716994745,1.179830395,0.598043566,1.213982626,1.853450651
b3367,1.766046902,1.533833042,1.718264422,1.391714719,1.641942871,1.568480619,2.051737619,1.83784096,1.833470661,1.889784392,1.790761755,1.824456435
b3368,5.484818541,5.092599529,5.125739099,4.990654768,5.070161343,5.144374036,5.027584442,5.435704779,5.449795121,5.530803019,5.623740072,5.656804282
b3369,4.495967408,5.111700886,4.487047206,4.506530045,4.379163878,4.353491943,4.197797251,4.657710813,4.37195363,4.727653009,4.792644207,4.978356684
b3370,0.759281066,0.836733271,0.593543547,0.505646906,0.943993871,0.821492518,0.767891948,0.751283099,0.748821708,0.393790559,0.878621029,0.820901828
b3371,2.970047099,3.051308505,3.152647335,2.815396183,2.89012909,2.954321278,2.553764842,2.891087051,2.821246263,2.526455969,2.495819586,2.567816941
b4474,2.119591799,2.961241137,3.066116673,3.076293442,3.343948544,3.033399588,3.361589288,2.43314073,2.822795508,2.690960609,2.630713962,2.734782169
b3374,3.088018501,3.951844608,4.12607923,3.911967223,3.789018473,4.139346784,3.918076626,3.158759122,3.29938908,3.255194245,3.458511468,3.277808423
b3375,5.604373407,5.585549132,5.780228253,5.668808003,5.915599035,5.854519885,5.766566572,5.360376992,5.43584254,5.475195981,5.56858292,5.621187058
b3376,2.499464343,2.840457721,2.981399179,2.605359902,2.779514157,2.641991262,2.954880416,2.702711202,2.663272375,2.495692605,2.508225476,2.434849428
b3377,1.965399659,2.86799445,2.636493401,2.305999446,2.65968242,2.653497021,2.646168342,1.774056809,1.873286527,2.443745547,1.785420759,2.1815854
b3378,1.855180674,2.336602458,2.759360007,2.590739647,2.251091777,1.963430413,2.717685502,2.176874725,1.634204885,2.522268855,1.97301094,1.665784169
b3379,1.680108858,2.297373065,2.317373613,1.544413915,1.84646585,2.028191216,2.27832316,1.483634102,1.5276385,1.676957365,1.567492816,1.558079282
b3380,1.204529536,1.264559432,1.414119735,1.782930121,1.476310239,1.376970004,1.653426182,1.50023528,1.102111595,1.325284136,1.535709159,1.216257494
b3381,1.203421278,1.048074771,1.117732813,1.088040274,1.044007626,1.085728688,0.646608969,1.192351859,1.233247158,1.245416497,1.128579566,1.54053871
b3382,3.629092151,2.923046491,3.517498791,3.083758121,3.585153339,2.279869947,2.951414468,4.418022798,4.044740429,4.432363109,4.253312471,4.23983161
b3383,4.243937134,3.59457332,3.828544334,3.881796084,3.427659275,3.191795865,3.24953906,4.619187186,4.530250884,4.443885836,4.499903024,4.339420115
b3384,6.433371778,6.715248104,6.849477572,6.591997367,6.958543008,6.802132153,6.673121874,6.665047015,6.709858683,6.737564767,6.724896176,6.689562805
b3385,6.286065654,6.730362713,6.743160449,6.589958855,6.891908386,6.904186924,6.753770729,6.358119484,6.576392371,6.496574974,6.43869956,6.487540158
b3386,7.217950595,7.443126983,7.440904279,7.376106897,7.588208589,7.546575905,7.533869021,7.239999098,7.318041724,7.297593712,7.268175845,7.354134941
b3387,6.582257642,6.738394821,6.68716103,6.74625509,6.937279545,6.819458265,6.745202992,6.41118561,6.555317167,6.328553239,6.345750766,6.415194933
b3388,8.317798636,8.352677468,8.344836092,8.309761374,8.244003408,8.318246556,8.304996476,8.453536663,8.447748509,8.384262645,8.197407701,8.27886568
b3389,8.263820655,8.405898242,8.517490865,8.423956353,8.392797582,8.486622353,8.494397621,8.398401386,8.448352273,8.386387076,8.240419119,8.234529962
b3390,8.626220028,8.684566294,8.792554407,8.591808387,8.752993877,8.867528976,8.892703422,8.731868752,8.634944859,8.668607733,8.728370732,8.696632345
b3391,2.069002327,2.551230623,2.410993392,2.344743214,2.58215252,2.297697231,2.039710527,2.4041282,2.324214931,2.416339096,2.372898791,2.52596851
b3392,1.522179128,1.643664957,1.864819466,1.510463808,2.018675434,2.155886767,2.006588666,2.098779777,2.287692683,1.802569386,1.830832788,2.058455722
